Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
UN to probe Zimbabwe rights abuses,https://bulawayo24.com/news/national/157647,"The United Nations Human Rights Council will dispatch special rapporteurs to Zimbabwe to investigate allegations of human rights abuses by State security agents, Parliament has heard.

Appearing before the Portfolio Committee on Foreign Affairs, Foreign Affairs ministry secretary James Manzou has....",2019-03-07 08:32:00,en,Society,"['Comms-MentionsOfOHCHR', 'Society', 'UNbodies']",-17.8292 31.054,UN to probe Zimbabwe rights abuses,"The United Nations Human Rights Council will dispatch special rapporteurs to Zimbabwe to investigate allegations of human rights abuses by State security agents, Parliament has heard.

Appearing before the Portfolio Committee on Foreign Affairs, Foreign Affairs ministry secretary James Manzou has....","['Human Rights Council', 'United Nations', 'James Manzou']",1,-17.8292,31.054,Zimbabwe,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Human Rights Council', 'United Nations', 'James Manzou']"
"President pledges full equality, empowerment of women",https://www.chronicle.co.zw/president-pledges-full-equality-empowerment-of-women/,"Victor Maphosa and Ellen Chasokela, Harare Bureau President Mnangagwa yesterday pledged to work towards full equality and empowerment of women as Zimbabwe tomorrow joins the rest of the world in celebrating the International Women’s Day. The day, which was declared by the United Nations in 1975, is celebrated on March 8 every year.",2019-03-07 00:25:00,en,Society,"['Agriculture', 'GenderEquality', 'Society', 'UNbodies']",-18.9801646810949 29.4658241153903,"President pledges full equality, empowerment of women","Victor Maphosa and Ellen Chasokela, Harare Bureau President Mnangagwa yesterday pledged to work towards full equality and empowerment of women as Zimbabwe tomorrow joins the rest of the world in celebrating the International Women’s Day. The day, which was declared by the United Nations in 1975, is celebrated on March 8 every year.","['United Nations', 'Reserve Bank', 'Development Fund', 'These funds', 'Medium Enterprises']",1,-18.9801646810949,29.4658241153903,Zimbabwe,0.018867924528301886,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,"['United Nations', 'Reserve Bank', 'Development Fund', 'These funds', 'Medium Enterprises']"
Letters to the editor: Sadc must intensify efforts to advance gender equality,https://www.chronicle.co.zw/letters-to-the-editor-sadc-must-intensify-efforts-to-advance-gender-equality/,"Editor – March 8, 2019, is International Women’s Day and the Southern African Development Community (Sadc) joins the rest of the world in commemorating the day under the theme; “Think Equal, Build Smart, Innovate for Change”. This year’s theme recognises the role of innovation in advancing gender equality and the empowerment of all women and girls.",2019-03-07 00:25:00,en,Society,"['GenderEquality', 'Society']",,Letters to the editor: Sadc must intensify efforts to advance gender equality,"Editor – March 8, 2019, is International Women’s Day and the Southern African Development Community (Sadc) joins the rest of the world in commemorating the day under the theme; “Think Equal, Build Smart, Innovate for Change”. This year’s theme recognises the role of innovation in advancing gender equality and the empowerment of all women and girls.","['Science Technology', 'Lawrence Tax', 'Southern African Development Community', 'Member States']",1,,,,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Science Technology', 'Lawrence Tax', 'Southern African Development Community', 'Member States']"
UN: Human Rights Are Essential to Peace,https://www.voazimbabwe.com/a/un-human-rights-are-essential-to-peace/4815901.html,"GENEVA — U.N. human rights chief Michelle Bachelet is warning that growing social, economic, and political inequalities are increasing alienation and instability in countries throughout the world. The high commissioner presented a sweeping view of major human rights situations around the world in a speech to the U.",2019-03-06 18:15:00,en,Society,"['Comms-MentionsOfOHCHR', 'Society', 'Migration', 'UNbodies']",15.5501 32.5322,UN: Human Rights Are Essential to Peace,"GENEVA — U.N. human rights chief Michelle Bachelet is warning that growing social, economic, and political inequalities are increasing alienation and instability in countries throughout the world. The high commissioner presented a sweeping view of major human rights situations around the world in a speech to the U.","['Human Rights Council', 'United Nations', 'Human Rights Commission', 'Geneva Switzerland', 'Michelle Bachelet', 'Universal Periodic']",1,15.5501,32.5322,Sudan,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.0625,0.041666666666666664,0.020833333333333332,"['Human Rights Council', 'United Nations', 'Human Rights Commission', 'Geneva Switzerland', 'Michelle Bachelet', 'Universal Periodic']"
Bail application for CiZC Chairperson postponed to Thursday 07 March 2019,https://www.thezimbabwean.co/2019/03/bail-application-for-cizc-chairperson-postponed-to-thursday-07-march-2019/,"Mahiya’s lawyer, Tonderai Bhatasara from the Zimbabwe Lawyers for Human Rights launched the High Court bid after Mahiya was denied bail during his initial court appearance on February 26, 2019. The High Court bid was submitted on 27th February and to date the state has failed to make submissions with the High Court on the matter.",2019-03-06 09:32:00,en,Society,['Society'],3.52931591540783 31.670512845154,Bail application for CiZC Chairperson postponed to Thursday 07 March 2019,"Mahiya’s lawyer, Tonderai Bhatasara from the Zimbabwe Lawyers for Human Rights launched the High Court bid after Mahiya was denied bail during his initial court appearance on February 26, 2019. The High Court bid was submitted on 27th February and to date the state has failed to make submissions with the High Court on the matter.","['High Court', 'Zimbabwe Congress of Trade Unions', 'Zimbabwe Congress of Trade Unions', 'Peter Mutasa', 'Trade Unions', 'Evan Mawarire', 'Obert Masaraure']",2,3.52931591540783,31.670512845154,Uganda,0.0,0.0,0.017857142857142856,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,"['High Court', 'Zimbabwe Congress of Trade Unions', 'Zimbabwe Congress of Trade Unions', 'Peter Mutasa', 'Trade Unions', 'Evan Mawarire', 'Obert Masaraure', 'High Court', 'Zimbabwe Congress of Trade Unions', 'Zimbabwe Congress of Trade Unions', 'Peter Mutasa', 'Trade Unions', 'Evan Mawarire', 'Obert Masaraure']"
FULL TEXT: UK Minister Of State’s February Response On Security Situation in Zimbabwe,https://www.zimeye.net/2019/03/06/full-text-uk-minister-of-states-february-response-on-security-situation-in-zimbabwe/,Thank you for your reader’s emails of January 2019 to the Foreign Secretary on about Zimbabwe. I am replying as the Minister for Africa. I share your reader’s concerns about the security situation in Zimbabwe. The Zimbabwe Human Rights Non-Governmental Organisation (NGO) Forum have recorded 844....,2019-03-06 05:24:00,en,Society,"['Society', 'WorldBank', 'UNbodies']",51.4879 -0.177998,FULL TEXT: UK Minister Of State’s February Response On Security Situation in Zimbabwe,Thank you for your reader’s emails of January 2019 to the Foreign Secretary on about Zimbabwe. I am replying as the Minister for Africa. I share your reader’s concerns about the security situation in Zimbabwe. The Zimbabwe Human Rights Non-Governmental Organisation (NGO) Forum have recorded 844....,"['United Nations', 'Harriet Baldwin', 'World Bank', 'NGO Forum']",1,51.4879,-0.177998,United Kingdom,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,"['United Nations', 'Harriet Baldwin', 'World Bank', 'NGO Forum']"
Zimbabwe be calm,https://bulawayo24.com/opinion/columnist/157544,In the 1960's a time when the world was ever divided with prospects of a third world war running supreme due to the nuclear arms race and technological advancements. The Catholic Church led then by blessed Pontiff Saint John 23rd commenced the second Vatican council that went on to reform the church and lessen tensions in the world.,2019-03-05 23:31:00,en,Society,['Society'],-17.8292 31.054,Zimbabwe be calm,In the 1960's a time when the world was ever divided with prospects of a third world war running supreme due to the nuclear arms race and technological advancements. The Catholic Church led then by blessed Pontiff Saint John 23rd commenced the second Vatican council that went on to reform the church and lessen tensions in the world.,['Catholic Church'],1,-17.8292,31.054,Zimbabwe,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.017241379310344827,0.034482758620689655,0.0,['Catholic Church']
letters to the editor: Where is the honour in these MPs?,https://www.chronicle.co.zw/letters-to-the-editor-where-is-the-honour-in-these-mps/,"Leroy Dzenga. In Zimbabwe the moment a person is voted into Parliament, they assume the tag, honourable. This is a moral obligation for them to carry themselves in a manner exemplary to society, as leaders responsible for making laws that govern it. To some it brings a degree of decency and to....",2019-03-05 23:18:00,en,Society,['Society'],-17.8292 31.054,letters to the editor: Where is the honour in these MPs?,"Leroy Dzenga. In Zimbabwe the moment a person is voted into Parliament, they assume the tag, honourable. This is a moral obligation for them to carry themselves in a manner exemplary to society, as leaders responsible for making laws that govern it. To some it brings a degree of decency and to....","['Nelson Chamisa', 'Job Sikhala', 'Facebook', 'MDC Alliance', 'Themba Mliswa', 'Thomas Isidore Noel Sankara']",1,-17.8292,31.054,Zimbabwe,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,"['Nelson Chamisa', 'Job Sikhala', 'Facebook', 'MDC Alliance', 'Themba Mliswa', 'Thomas Isidore Noel Sankara']"
Attacks on human rights defenders unwarranted,https://www.thezimbabwean.co/2019/03/attacks-on-human-rights-defenders-unwarranted/,Of particular concern is the persistent attacks on human rights lawyers and doctors over the last four weeks by State and non-State actors through the media. These attacks include but are not limited to: 1. The Herald newspaper through a number of articles on 28 and 30 January 2019 making several....,2019-03-05 20:31:00,en,Society,"['Society', 'UNbodies']",-17.8593282090648 31.0650448216921,Attacks on human rights defenders unwarranted,Of particular concern is the persistent attacks on human rights lawyers and doctors over the last four weeks by State and non-State actors through the media. These attacks include but are not limited to: 1. The Herald newspaper through a number of articles on 28 and 30 January 2019 making several....,"['African Union', 'United Nations', 'Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'Youth League', 'Patriotic Front', 'Union Patriotic Front', 'The Herald']",2,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,"['African Union', 'United Nations', 'Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'Youth League', 'Patriotic Front', 'Union Patriotic Front', 'The Herald', 'African Union', 'United Nations', 'Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'Youth League', 'Patriotic Front', 'Union Patriotic Front', 'The Herald']"
MCP accuses police of obstructing inquiry into killing of persons with albinism,https://www.nyasatimes.com/mcp-accuses-police-of-obstructing-inquiry-into-killing-of-persons-with-albinism/,"Malawi Congress Party (MCP) has accused the Police of obstructing the investigations into the abduction and killing of people with albinism , saying suspected connected to the attacks are being “killed” under the law enforcers custody.

This was said by MCP representative Edgar Chapalanjira during....",2019-03-05 11:54:00,en,Society,"['Society', 'UNbodies']",,MCP accuses police of obstructing inquiry into killing of persons with albinism,"Malawi Congress Party (MCP) has accused the Police of obstructing the investigations into the abduction and killing of people with albinism , saying suspected connected to the attacks are being “killed” under the law enforcers custody.

This was said by MCP representative Edgar Chapalanjira during....","['Question Time', 'United Nations', 'Congress Party', 'National Action Plan', 'Peter Mutharika']",1,,,,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.0,0.0,0.06666666666666667,0.06666666666666667,0.044444444444444446,"['Question Time', 'United Nations', 'Congress Party', 'National Action Plan', 'Peter Mutharika']"
Govt under fire over plans to scrap 'useless' degrees,https://bulawayo24.com/news/national/157467,"CIVIC society, human rights groups and students have slammed government plans to scrap what it termed ""useless"" degrees from State universities, saying the move might impact negatively on those that have already acquired or are in the process of acquiring the qualifications.",2019-03-05 08:51:00,en,Society,['Society'],-28.9972870207938 25.0892288944874,Govt under fire over plans to scrap 'useless' degrees,"CIVIC society, human rights groups and students have slammed government plans to scrap what it termed ""useless"" degrees from State universities, saying the move might impact negatively on those that have already acquired or are in the process of acquiring the qualifications.","['Amon Murwira', 'Zimbabwe Congress of Trade Unions', 'Zimbabwe Congress of Trade Unions', 'Trade Unions', 'Civic Society']",1,-28.9972870207938,25.0892288944874,South Africa,0.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.0,"['Amon Murwira', 'Zimbabwe Congress of Trade Unions', 'Zimbabwe Congress of Trade Unions', 'Trade Unions', 'Civic Society']"
EU's clean break for Mnangagwa,https://bulawayo24.com/opinion/columnist/157458,"There is little justice and respect for basic human rights in Zimbabwe, still the European Union (EU) softened its sanctions regime. In February, after egregious human rights abuses escalated beginning on January 14, the European Parliament debated on what to do about the country.",2019-03-05 08:51:00,en,Society,"['FedericaMogherini', 'EuropeanParliament', 'UNbodies', 'ICC', 'Society', 'MEP', 'InfringementsPolicy', 'Agriculture', 'EU-USA', 'FundamentalRights', 'FRA-EU', 'EU-Africa']",-17.8292 31.054,EU's clean break for Mnangagwa,"There is little justice and respect for basic human rights in Zimbabwe, still the European Union (EU) softened its sanctions regime. In February, after egregious human rights abuses escalated beginning on January 14, the European Parliament debated on what to do about the country.","['European Parliament', 'European Parliament', 'Foreign Affairs Council', 'Freedom Group', 'Elmar Brok', 'African Union', 'United Nations', 'Robert Mugabe', 'Emmerson Mnangagwa', 'Ignazio Corrao', 'Wall Street', 'Wall Street Journal', 'Neena Gill', 'Labour Party', 'Tautas Partija', 'International Criminal Court', 'International Criminal Court', 'Federica Mogherini', 'EU', 'EU', 'Mario Borghezio', 'Grace Mugabe', 'Iron Curtain', 'Perence Shiri', 'European People s Party', 'Constantino Chiwenga']",1,-17.8292,31.054,Zimbabwe,0.045454545454545456,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,"['European Parliament', 'European Parliament', 'Foreign Affairs Council', 'Freedom Group', 'Elmar Brok', 'African Union', 'United Nations', 'Robert Mugabe', 'Emmerson Mnangagwa', 'Ignazio Corrao', 'Wall Street', 'Wall Street Journal', 'Neena Gill', 'Labour Party', 'Tautas Partija', 'International Criminal Court', 'International Criminal Court', 'Federica Mogherini', 'EU', 'EU', 'Mario Borghezio', 'Grace Mugabe', 'Iron Curtain', 'Perence Shiri', 'European People s Party', 'Constantino Chiwenga']"
"Death penalty still in Malawi laws, can be used on killers of persons with albinism —Justice Minister",https://www.nyasatimes.com/death-penalty-still-in-malawi-laws-can-be-used-on-killers-of-persons-with-albinism-justice-minister/,"Minister of Justice and Constitutional Affairs Samuel Tembenu has said the country still has a death penalty law and that though it hasn’t been used since the change to a democratic government in 1994, it can be court’s discretion to apply it to any murder case including people found guilty of killing persons with albinism .",2019-03-05 06:44:00,en,Society,"['UNbodies', 'Society']",,"Death penalty still in Malawi laws, can be used on killers of persons with albinism —Justice Minister","Minister of Justice and Constitutional Affairs Samuel Tembenu has said the country still has a death penalty law and that though it hasn’t been used since the change to a democratic government in 1994, it can be court’s discretion to apply it to any murder case including people found guilty of killing persons with albinism .","['Question Time', 'United Nations', 'National Action Plan', 'Development Programme', 'Malawi Government', 'Jose Torres', 'Tautas Partija', 'Jose María']",1,,,,0.05357142857142857,0.03571428571428571,0.10714285714285712,0.03571428571428571,0.03571428571428571,0.12499999999999997,0.12499999999999997,0.08928571428571427,"['Question Time', 'United Nations', 'National Action Plan', 'Development Programme', 'Malawi Government', 'Jose Torres', 'Tautas Partija', 'Jose María']"
EU’s clean break for ED,https://www.newsday.co.zw/2019/03/eus-clean-break-for-ed/,"On February 18, there was a decision to slightly lighten the sanctions that were about to expire; two people were taken off a list (of suspended sanctions). There was a lot of concern about events in January and a crackdown on protestors in which a number of people were killed and many injured.",2019-03-05 05:43:00,en,Society,"['FedericaMogherini', 'UNbodies', 'ICC', 'Society', 'MEP', 'InfringementsPolicy', 'Agriculture', 'EU-USA', 'FundamentalRights', 'FRA-EU', 'EU-Africa']",50.8371 4.36761,EU’s clean break for ED,"On February 18, there was a decision to slightly lighten the sanctions that were about to expire; two people were taken off a list (of suspended sanctions). There was a lot of concern about events in January and a crackdown on protestors in which a number of people were killed and many injured.","['Foreign Affairs Council', 'Freedom Group', 'European Parliament', 'Elmar Brok', 'African Union', 'United Nations', 'Wall Street', 'Wall Street Journal', 'Neena Gill', 'Labour Party', 'Tautas Partija', 'International Criminal Court', 'International Criminal Court', 'Federica Mogherini', 'EU', 'Mario Borghezio', 'Grace Mugabe', 'Iron Curtain', 'Perence Shiri', 'European People s Party', 'Constantino Chiwenga']",1,50.8371,4.36761,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Foreign Affairs Council', 'Freedom Group', 'European Parliament', 'Elmar Brok', 'African Union', 'United Nations', 'Wall Street', 'Wall Street Journal', 'Neena Gill', 'Labour Party', 'Tautas Partija', 'International Criminal Court', 'International Criminal Court', 'Federica Mogherini', 'EU', 'Mario Borghezio', 'Grace Mugabe', 'Iron Curtain', 'Perence Shiri', 'European People s Party', 'Constantino Chiwenga']"
Will Chamisa fall?,https://www.dailynews.co.zw/articles/2019/03/03/will-chamisa-fall,"Chamisa assumed the reins of the country’s main opposition party ahead of his rivals following the death of Morgan Tsvangirai the party’s founding father last February, albeit, under controversial circumstances. The 41-year-old was accused of using his then assumed closeness to Tsvangirai’s widow,....",2019-03-05 04:29:00,en,Society,['Society'],-17.8593282090648 31.0650448216921,Will Chamisa fall?,"Chamisa assumed the reins of the country’s main opposition party ahead of his rivals following the death of Morgan Tsvangirai the party’s founding father last February, albeit, under controversial circumstances. The 41-year-old was accused of using his then assumed closeness to Tsvangirai’s widow,....","['International Crisis Group', 'Emmerson Mnangagwa', 'Crisis Group', 'MDC Alliance', 'Morgan Tsvangirai', 'Gladys Hlatywayo', 'Maxwell Saungweme', 'National Council', 'ZANU PF', 'Piers Pigou', 'Thokozani Khupe', 'Elias Mudzuri', 'Daily News']",1,-17.8593282090648,31.0650448216921,Zimbabwe,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.09302325581395349,0.09302325581395349,"['International Crisis Group', 'Emmerson Mnangagwa', 'Crisis Group', 'MDC Alliance', 'Morgan Tsvangirai', 'Gladys Hlatywayo', 'Maxwell Saungweme', 'National Council', 'ZANU PF', 'Piers Pigou', 'Thokozani Khupe', 'Elias Mudzuri', 'Daily News']"
Jessie Majome Disappointed With Job Sikhala For His Highly Unprofessional Comment On Chamisa Rape Woman,https://www.zimeye.net/2019/03/04/jessie-majome-disappointed-with-job-sikhala-for-his-highly-unprofessional-comment-on-chamisa-rape-woman/,"Correspondent |Human rights lawyer and former MDC legislator for Harare West, Jessie Majome, has expressed her disappointment over fellow lawyer Job Sikhala’s statement demeaning women when he said the woman who was accusing MDC leader Nelson Chamisa of rape was “too ugly to be raped even if one found her naked.",2019-03-04 06:34:00,en,Society,['Society'],-18.336861 29.91415,Jessie Majome Disappointed With Job Sikhala For His Highly Unprofessional Comment On Chamisa Rape Woman,"Correspondent |Human rights lawyer and former MDC legislator for Harare West, Jessie Majome, has expressed her disappointment over fellow lawyer Job Sikhala’s statement demeaning women when he said the woman who was accusing MDC leader Nelson Chamisa of rape was “too ugly to be raped even if one found her naked.","['Nelson Chamisa', 'Job Sikhala', 'MDC Alliance', 'Jessie Majome']",1,-18.336861,29.91415,Zimbabwe,0.09803921568627451,0.0,0.0392156862745098,0.0,0.09803921568627451,0.0784313725490196,0.11764705882352941,0.0784313725490196,"['Nelson Chamisa', 'Job Sikhala', 'MDC Alliance', 'Jessie Majome']"
Democratic And Human Rights Reforms: A Tragic Trajectory For Mnangagwa’s New Dispensation.,https://www.zimeye.net/2019/03/03/democratic-and-human-rights-reforms-a-tragic-trajectory-for-mnangagwas-new-dispensation/,The furiously deteriorating socio-political and economic environment in the country provide glaring governance deficiencies on the Zimbabwean political landscape. Witness to that is the trajectory from the November 2017 change of guard and the preceding euphoria that ushered in the Mnangagwa....,2019-03-03 12:51:00,en,Society,"['Telecommunications', 'Society', 'NevenMimicaCroatia', 'FRA-EU', 'EU-Africa']",-20.266667 30.916667,Democratic And Human Rights Reforms: A Tragic Trajectory For Mnangagwa’s New Dispensation.,The furiously deteriorating socio-political and economic environment in the country provide glaring governance deficiencies on the Zimbabwean political landscape. Witness to that is the trajectory from the November 2017 change of guard and the preceding euphoria that ushered in the Mnangagwa....,"['African Union', 'Neven Mimica', 'SADC', 'Human Rights Commission', 'Emmerson Mnangagwa', 'Zimbabwe Human Rights Commission', 'EU', 'EU', 'ZANU PF', 'France 24', 'Amnesty International', 'ACP']",1,-20.266667,30.916667,Zimbabwe,0.04878048780487805,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.04878048780487805,"['African Union', 'Neven Mimica', 'SADC', 'Human Rights Commission', 'Emmerson Mnangagwa', 'Zimbabwe Human Rights Commission', 'EU', 'EU', 'ZANU PF', 'France 24', 'Amnesty International', 'ACP']"
Malawi offers $7 000 reward to stop albino killings,https://www.chronicle.co.zw/malawi-offers-7-000-reward-to-stop-albino-killings/,"BLANTYRE – Malawi will offer cash rewards of up $7 000 for information about abductions and killing of people with albinism as anger over government inaction grew ahead of national elections. Belief in witchcraft is widespread in rural Malawi, one of the world’s poorest countries, fuelling ritual....",2019-03-01 22:32:00,en,Society,"['UNbodies', 'Society']",-4.32084 15.2987,Malawi offers $7 000 reward to stop albino killings,"BLANTYRE – Malawi will offer cash rewards of up $7 000 for information about abductions and killing of people with albinism as anger over government inaction grew ahead of national elections. Belief in witchcraft is widespread in rural Malawi, one of the world’s poorest countries, fuelling ritual....","['United Nations', 'Red Cross', 'Congress Party', 'Red Crescent', 'Human Rights Defenders', 'International Federation', 'Peter Mutharika']",1,-4.32084,15.2987,Democratic Republic of the Congo,0.02127659574468085,0.0,0.0425531914893617,0.02127659574468085,0.0,0.0851063829787234,0.10638297872340426,0.0851063829787234,"['United Nations', 'Red Cross', 'Congress Party', 'Red Crescent', 'Human Rights Defenders', 'International Federation', 'Peter Mutharika']"
'Sadc should mediate in Zimbabwe crisis',https://bulawayo24.com/news/national/157227,"GERMANY has urged Zimbabwe's neighbours to mediate in the country's political and economic crisis, warning the situation could further destabilise the southern African region. In an interview with the Zimbabwe Independent, Germany's ambassador to Zimbabwe, Thorsten Hutter, said the regional bloc,....",2019-03-01 20:12:00,en,Society,"['Society', 'FRA-EU', 'EU-Africa']",52.5163 13.3276,'Sadc should mediate in Zimbabwe crisis',"GERMANY has urged Zimbabwe's neighbours to mediate in the country's political and economic crisis, warning the situation could further destabilise the southern African region. In an interview with the Zimbabwe Independent, Germany's ambassador to Zimbabwe, Thorsten Hutter, said the regional bloc,....","['Nelson Chamisa', 'Emmerson Mnangagwa', 'EU', 'EU', 'Constitutional Court', 'Southern African Development Community', 'MDC Alliance', 'Member States']",1,52.5163,13.3276,Germany,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,"['Nelson Chamisa', 'Emmerson Mnangagwa', 'EU', 'EU', 'Constitutional Court', 'Southern African Development Community', 'MDC Alliance', 'Member States']"
Zimbabwe seeks regional alliances,https://bulawayo24.com/news/national/157230,"WHILST Zimbabwe is increasingly becoming isolated on the international stage, with the United States of America expected to tighten sanctions against Harare in the coming week, the southern African country is now closing ranks with its neighbours and other regional nations.",2019-03-01 20:12:00,en,Society,"['EUInternet', 'EuropeanParliament', 'EuropeanCouncil', 'Society', 'EU-Africa', 'EU-China']",38.9051 -77.0162,Zimbabwe seeks regional alliances,"WHILST Zimbabwe is increasingly becoming isolated on the international stage, with the United States of America expected to tighten sanctions against Harare in the coming week, the southern African country is now closing ranks with its neighbours and other regional nations.","['European Parliament', 'European Parliament', 'Robert Mugabe', 'Emmerson Mnangagwa', 'Carter Morupisi', 'Mokgweetsi Masisi', 'Emergency', 'James Manzou', 'Cyril Ramaphosa', 'EU', 'Hage Geingob', 'European Council', 'Office of Foreign Assets Control', 'Donald Trump', 'The Independent']",1,38.9051,-77.0162,United States,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,"['European Parliament', 'European Parliament', 'Robert Mugabe', 'Emmerson Mnangagwa', 'Carter Morupisi', 'Mokgweetsi Masisi', 'Emergency', 'James Manzou', 'Cyril Ramaphosa', 'EU', 'Hage Geingob', 'European Council', 'Office of Foreign Assets Control', 'Donald Trump', 'The Independent']"
Attacks on Human Rights Defenders Unwarranted,https://www.zlhr.org.zw/?p=1672,"ZIMBABWE Lawyers for Human Rights (ZLHR) is extremely concerned over recent unprecedented attacks on human rights defenders (HRDs) particularly human rights lawyers, doctors and nurses for carrying out their legitimate activities. These attacks are not only unwarranted but greatly undermine any progress hitherto made in advancing human rights.",2019-03-01 15:35:00,en,Society,"['UNbodies', 'Society']",,Attacks on Human Rights Defenders Unwarranted,"ZIMBABWE Lawyers for Human Rights (ZLHR) is extremely concerned over recent unprecedented attacks on human rights defenders (HRDs) particularly human rights lawyers, doctors and nurses for carrying out their legitimate activities. These attacks are not only unwarranted but greatly undermine any progress hitherto made in advancing human rights.","['African Union', 'United Nations', 'Emmerson Mnangagwa', 'Human Rights Defenders', 'Sam Nujoma', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'Facebook', 'Youth League', 'Patriotic Front', 'Union Patriotic Front', 'The Herald']",1,,,,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.0,"['African Union', 'United Nations', 'Emmerson Mnangagwa', 'Human Rights Defenders', 'Sam Nujoma', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'Facebook', 'Youth League', 'Patriotic Front', 'Union Patriotic Front', 'The Herald']"
Sadc should mediate in Zim crisis: Envoy,https://www.zimbabwesituation.com/news/sadc-should-mediate-in-zim-crisis-envoy/,"BY ANDREW KUNAMBURA. GERMANY has urged Zimbabwe’s neighbours to mediate in the country’s political and economic crisis, warning the situation could further destabilise the southern African region. In an interview with the Zimbabwe Independent, Germany’s ambassador to Zimbabwe, Thorsten Hutter, said....",2019-03-01 14:47:00,en,Society,"['Society', 'FRA-EU', 'EU-Africa']",52.5163 13.3276,Sadc should mediate in Zim crisis: Envoy,"BY ANDREW KUNAMBURA. GERMANY has urged Zimbabwe’s neighbours to mediate in the country’s political and economic crisis, warning the situation could further destabilise the southern African region. In an interview with the Zimbabwe Independent, Germany’s ambassador to Zimbabwe, Thorsten Hutter, said....","['Nelson Chamisa', 'Emmerson Mnangagwa', 'EU', 'EU', 'Constitutional Court', 'Southern African Development Community', 'MDC Alliance', 'Member States']",1,52.5163,13.3276,Germany,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,"['Nelson Chamisa', 'Emmerson Mnangagwa', 'EU', 'EU', 'Constitutional Court', 'Southern African Development Community', 'MDC Alliance', 'Member States']"
Mnangagwa's Attacks on Human Rights Activists Worrying Zimbabwe Lawyers,https://www.voazimbabwe.com/a/zimbabwe-lawyers-for-human-rights/4807921.html,"WASHINGTON — The Zimbabwe Lawyers for Human Rights (ZLHR) says it is extremely concerned over recent unprecedented attacks by President Emmerson Mnangagwa and several organizations on human rights defenders particularly human rights lawyers, doctors and nurses for carrying out their legitimate activities.",2019-02-28 19:36:00,en,Society,"['UNbodies', 'Society']",,Mnangagwa's Attacks on Human Rights Activists Worrying Zimbabwe Lawyers,"WASHINGTON — The Zimbabwe Lawyers for Human Rights (ZLHR) says it is extremely concerned over recent unprecedented attacks by President Emmerson Mnangagwa and several organizations on human rights defenders particularly human rights lawyers, doctors and nurses for carrying out their legitimate activities.","['African Union', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'George Charamba', 'Youth League', 'Patriotic Front', 'Union Patriotic Front']",1,,,,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,"['African Union', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'ZANU PF', 'International Covenant on Civil and Political Rights', 'George Charamba', 'Youth League', 'Patriotic Front', 'Union Patriotic Front']"
